trip_id,vessel_name,mmsi,imo,vessel_owner,recruiting_agency,owner_flag,flag_vessel_flies,date_range_start,date_range_end,time_at_sea,fishing_ground_s,species_fished,gears_used,starting_port,government_body_involved,known_transshipment,entry_source,public_reference,general_comments,forced_l_indicator,known_non_offender,known_offender,possible_offender,source,notes,x27,x28,x29,x30
72,Cabo da Mar,NA,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
73,Ponta do Espartel,204836000,8719255,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
74,Pescatum,204201240,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
75,Falcao do Mar,204829000,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
76,Mal Amanhado,204858000,9193355,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
77,Flor do Pico,204826000,8880597,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Madeira,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
78,Maria Leontina,204827000,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Horta,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
79,Bela Aurora,204208790,NA,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Horta,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
80,Mestre Sacadura,204209570,8686989,Pao do Mar,NA,NA,Portugal,NA,03-20-2018,NA,"FAO Area 27, 34",Tuna,Pole and Line,Ponta Delgada,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
81,Win Far 606,416899000,8747238,JAIS. Win Far Fishery Group,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Pohnpei,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
82,Win Far 626,416500000,8747240,JAIS. Win Far Fishery Group,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Pohnpei,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
83,Win Far 636,416898000,8747252,JAIS. Win Far Fishery Group,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
84,Win Far 666,416501000,9108946,JAIS. Win Far Fishery Group,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
85,Fong Kuo 828,416242900,NA,JAIS. Fong Kuo,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
86,Fong Kuo 866,416411000,8748646,JAIS. Fong Kuo,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
87,Fong Kuo 889,416238800,9674244,JAIS. Fong Kuo,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
88,Fong Kuo 188,416243600,9712125,JAIS. Fong Kuo,NA,Taiwan,Taiwan,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
89,Atun Sta,553111756,8996097,JAIS. Fong Kuo,NA,NA,PNG,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
90,Ocean Galaxy,366020000,8996310,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
91,Ocean Encounter,367170000,8996281,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Majuro,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
92,Ocean Conquest,367767000,9097343,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Majuro,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
93,Ocean Expedition,367179000,9097367,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
94,Ocean Warrior,367463000,9097317,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
95,Ocean Challenger,338793000,9517264,JAIS. Fong Kuo,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
96,Nupla Solwara,553111735,9745823,JAIS. Fong Kuo,NA,NA,PNG,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
97,Nupla Kanu,553111738,9746281,JAIS. Fong Kuo,NA,NA,PNG,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
98,Nupla Kumul,553111771,NA,JAIS. Fong Kuo,NA,NA,PNG,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
99,Kwila 888,553111759,NA,JAIS. Fong Kuo,NA,NA,PNG,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
100,Sea Bounty,367084000,8996188,JAIS. Yung Da Fa,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
101,Sea Honor,367344000,9517276,JAIS. Yung Da Fa,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
102,Pacific Pride,367052160,NA,JAIS. Yung Da Fa,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,NA,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
103,Pacific Ranger,366270000,9394789,JAIS. Yung Da Fa,NA,NA,USA,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Majuro,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
104,Xiang Fa 8,412439607,NA,JAIS. Ocean Family,NA,NA,China,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Majuro,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
105,Shun Fa 8,412439605,NA,JAIS. Ocean Family,NA,NA,China,NA,03-20-2018,NA,FAO Area 71,Tuna,Purse Seine,Majuro,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
106,Daiichi Maru 25,NA,8310293,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Purse Seina,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
107,Alina,NA,NA,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Purse Seina,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
108,Altar 11,NA,8904082,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
109,Altar 21,NA,7920168,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
110,Altar 6,NA,8520109,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
111,B/P Altar 8,NA,8520068,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
112,B/P Altar 10,NA,8803977,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
113,B/P Alessia,NA,8618736,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
114,B/P Aleshka,NA,8415897,Transmarina C.A.,NA,NA,Ecuador,01/2013,07/09/2017,NA,FAO Area 87,Tuna,Longline,"Manta, Ecuador",NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Transmarina%20Wild%20final%20report.docx.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
115,Franche Terre,660003800,9540156,Sapmer,NA,NA,Mayotte/Reunion / France?,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Le Port-Maurice,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
116,Manapany,660004300,9476238,Sapmer,NA,NA,Mayotte/Reunion / France?,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Le Port-Maurice,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
117,Bernica,660002000,9600853,Sapmer,NA,NA,Mayotte/Reunion / France?,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Le Port-Maurice,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
118,Dolomieu,660004900,9651993,Sapmer,NA,NA,Mayotte/Reunion / France?,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Le Port-Maurice,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
119,Belouve,660005100,9653848,Sapmer,NA,NA,Mayotte/Reunion / France?,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Le Port-Maurice,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
120,Morn Seselwa,664545000,9719800,Tuna Fishing Company,NA,NA,Seychelles,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Seychelles / Mauritius,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,NA,NA,NA,NA,NA
121,Belle-Rive,645373000,9679622,IOSMS,NA,NA,Mauritius,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Seychelles / Mauritius,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,NA,NA,NA,NA,NA
122,Belle-Isle,645374000,9679634,IOSMS,NA,NA,Mauritius,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Seychelles / Mauritius,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,NA,NA,NA,NA,NA
123,Morne Blanc,664097000,9719812,Tuna Fishing Company,NA,NA,Seychelles,01/2013,04-29-2019,NA,FAO Area 51/57,Tuna,Purse Seine,Seychelles / Mauritius,NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/2016%20Sapmer%20Wild%20report.pdf,NA,NA,NA,NA,NA
124,Cap Bojador,228280000,8908026,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Abidjan (RCI),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
125,Avel Vor,227835000,8908038,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Abidjan (RCI),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
126,Sterenn,226180000,9225548,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Abidjan (RCI),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
127,Gueotec,227549000,8912986,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Abidjan (RCI),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
128,Gueriden,227550000,8912998,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Abidjan (RCI),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
129,Avel Vad,228255000,9128520,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
130,Cap Sainte Marie,228875000,9168063,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
131,Cap Saint Vincent,226169000,9225536,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
132,Torre Giulia,247354400,9151084,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,Italy,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
133,Talenduic,2226240000,8919465,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
134,Glenan,228231700,9322669,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
135,Trevignon,660001900,9359698,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,Reunion/France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
136,Drennec,660001800,9359703,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,Reunion/France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/fisheries.asp?ID=155,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA
137,Gevred,228066900,9741097,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
138,Pendruc,228071900,9741102,Compagnie Francaise du Thon Oceanique Sovetco,NA,NA,France,01-18-2013,10-01-2018,NA,FAO Area 34-47-51-57,Tuna,Purse Seine,Port Victoria (SEZ),NA,NA,SFG,NA,"List of Tuna Approved Fleets, FOS",NA,1,0,0,http://www.friendofthesea.org/public/catalogo/Approved%20Vessels_Customers%20for%20Tuna%20032018.pdf,NA,NA,NA,NA,NA
